batting_team,bowling_team,current_score,balls_left,wickets_left,current_run_rate,last_five_overs,runs_x
England,New Zealand,77,69,6,9.058823529411764,47.0,193
South Africa,England,241,0,4,12.05,46.0,241
Australia,Pakistan,103,27,3,6.645161290322581,26.0,127
New Zealand,India,86,55,8,7.938461538461539,38.0,190
India,Afghanistan,159,0,5,7.884297520661157,45.0,159
West Indies,Pakistan,43,85,9,7.371428571428571,41.0,150
South Africa,India,45,83,8,7.297297297297297,32.0,172
New Zealand,India,69,67,9,7.811320754716981,35.0,190
Pakistan,Australia,55,66,9,6.111111111111111,29.0,151
India,Australia,70,60,8,7.0,28.0,140
South Africa,England,97,63,8,10.210526315789474,38.0,222
Sri Lanka,New Zealand,33,88,9,6.1875,32.0,142
West Indies,Bangladesh,37,79,9,5.414634146341464,24.0,164
Australia,South Africa,67,59,7,6.590163934426229,26.0,144
Sri Lanka,India,99,52,6,8.735294117647058,37.0,170
Netherlands,New Zealand,36,84,9,6.0,30.0,151
Australia,India,56,87,9,10.181818181818182,52.0,160
India,West Indies,168,32,8,11.454545454545457,53.0,240
Pakistan,New Zealand,134,19,8,7.96039603960396,48.0,166
India,Zimbabwe,35,76,7,4.7727272727272725,27.0,138
New Zealand,India,54,68,6,6.230769230769231,29.0,158
Pakistan,Australia,41,68,5,4.730769230769231,19.0,96
West Indies,England,58,71,9,7.1020408163265305,27.0,169
New Zealand,Pakistan,127,32,7,8.659090909090908,48.0,180
Australia,England,138,6,5,7.263157894736842,52.0,147
South Africa,West Indies,92,66,10,10.22222222222222,54.0,195
Zimbabwe,West Indies,29,62,6,3.0,18.0,105
Sri Lanka,Bangladesh,66,51,5,5.739130434782608,30.0,159
India,Ireland,186,11,9,10.238532110091745,63.0,208
Pakistan,Scotland,54,83,10,8.756756756756756,42.0,166
New Zealand,Pakistan,45,87,10,8.181818181818182,44.0,180
Australia,New Zealand,109,26,6,6.957446808510638,35.0,150
Oman,Afghanistan,91,39,6,6.7407407407407405,29.0,127
West Indies,India,98,43,5,7.636363636363637,32.0,143
New Zealand,England,167,15,7,9.542857142857144,54.0,196
Ireland,Afghanistan,119,56,8,11.15625,43.0,225
Pakistan,England,77,57,7,7.333333333333333,36.0,147
West Indies,New Zealand,165,15,8,9.428571428571429,63.0,209
Australia,India,37,91,10,7.655172413793103,36.0,164
Australia,South Africa,33,77,8,4.604651162790698,28.0,147
Sri Lanka,Bangladesh,111,44,9,8.763157894736842,34.0,210
Ireland,Afghanistan,109,37,7,7.879518072289157,33.0,165
United Arab Emirates,Papua New Guinea,146,17,7,8.504854368932039,52.0,180
Sri Lanka,West Indies,191,1,5,9.630252100840336,43.0,192
Papua New Guinea,United Arab Emirates,88,34,8,6.1395348837209305,27.0,128
Sri Lanka,Pakistan,74,46,7,6.0,28.0,145
Pakistan,Scotland,69,64,8,7.392857142857143,30.0,166
Ireland,Afghanistan,86,35,6,6.070588235294117,28.0,125
Sri Lanka,Pakistan,69,53,9,6.17910447761194,27.0,124
New Zealand,Sri Lanka,56,76,10,7.636363636363637,43.0,170
Bangladesh,India,22,89,7,4.258064516129032,18.0,138
West Indies,Australia,47,89,9,9.096774193548388,42.0,191
England,Pakistan,84,31,6,5.662921348314606,22.0,129
England,Australia,153,22,7,9.36734693877551,77.0,182
West Indies,New Zealand,84,24,5,5.25,25.0,126
New Zealand,Sri Lanka,95,20,4,5.7,34.0,120
South Africa,Australia,148,27,9,9.548387096774194,59.0,201
Scotland,Ireland,90,61,7,9.152542372881356,40.0,193
Netherlands,Ireland,44,91,9,9.10344827586207,44.0,167
South Africa,Australia,71,32,6,4.840909090909091,20.0,101
Scotland,Netherlands,145,49,10,12.253521126760564,67.0,252
South Africa,Bangladesh,126,14,6,7.132075471698113,37.0,148
Pakistan,New Zealand,142,1,4,7.159663865546219,41.0,148
Netherlands,New Zealand,123,22,7,7.530612244897959,46.0,151
New Zealand,West Indies,97,70,7,11.64,60.0,102
Sri Lanka,Pakistan,74,52,9,6.529411764705882,39.0,139
South Africa,Sri Lanka,43,82,7,6.789473684210527,39.0,113
Afghanistan,Ireland,87,32,6,5.931818181818182,32.0,139
West Indies,New Zealand,157,29,3,10.351648351648352,59.0,180
Australia,England,49,89,9,9.483870967741936,49.0,147
South Africa,Australia,87,29,4,5.736263736263736,26.0,128
South Africa,Bangladesh,55,70,8,6.6,30.0,148
Afghanistan,United Arab Emirates,96,56,8,9.0,51.0,189
New Zealand,Sri Lanka,138,3,4,7.076923076923077,45.0,142
Afghanistan,West Indies,104,26,6,6.638297872340425,41.0,146
Australia,South Africa,142,35,6,10.023529411764706,45.0,182
New Zealand,Sri Lanka,77,64,8,8.25,53.0,164
South Africa,Netherlands,121,23,4,7.484536082474227,24.0,145
West Indies,England,107,21,5,6.484848484848484,35.0,125
Pakistan,India,112,17,5,6.524271844660194,47.0,118
Pakistan,England,135,26,7,8.617021276595745,45.0,173
New Zealand,India,40,74,7,5.217391304347826,25.0,126
Scotland,Afghanistan,54,70,8,6.48,30.0,139
South Africa,England,92,33,5,6.344827586206897,33.0,154
West Indies,Ireland,48,77,8,6.697674418604652,39.0,138
United Arab Emirates,Pakistan,16,86,7,2.823529411764706,14.0,129
India,West Indies,63,60,6,6.3,32.0,159
England,South Africa,156,27,7,10.064516129032258,63.0,202
South Africa,New Zealand,60,62,7,6.206896551724138,32.0,170
Pakistan,Sri Lanka,75,56,7,7.03125,42.0,189
Bangladesh,Pakistan,129,33,8,8.89655172413793,47.0,175
West Indies,Pakistan,51,56,6,4.78125,29.0,103
West Indies,Australia,74,78,9,10.571428571428571,45.0,160
Bangladesh,Sri Lanka,40,89,7,7.741935483870968,39.0,120
India,West Indies,161,12,8,8.944444444444445,48.0,192
South Africa,Sri Lanka,116,36,9,8.285714285714286,56.0,198
India,Bangladesh,23,90,8,4.6,23.0,166
Bangladesh,India,65,64,7,6.964285714285714,35.0,120
India,Australia,41,73,9,5.23404255319149,31.0,188
England,South Africa,97,53,7,8.686567164179104,38.0,202
Sri Lanka,Zimbabwe,139,18,7,8.176470588235293,53.0,182
England,South Africa,37,89,9,7.161290322580645,37.0,171
South Africa,Scotland,71,74,10,9.26086956521739,55.0,211
Zimbabwe,Bangladesh,79,52,6,6.970588235294118,51.0,131
India,England,74,48,4,6.166666666666667,36.0,120
Afghanistan,Scotland,124,39,7,9.185185185185183,41.0,171
South Africa,Australia,171,2,6,8.694915254237289,50.0,178
South Africa,New Zealand,131,20,7,7.86,53.0,170
Pakistan,India,65,47,7,5.342465753424658,30.0,118
West Indies,Sri Lanka,91,22,5,5.571428571428571,46.0,137
West Indies,England,96,32,7,6.545454545454546,40.0,172
England,New Zealand,89,73,9,11.361702127659576,64.0,214
Netherlands,Scotland,87,30,4,5.8,27.0,123
Ireland,United Arab Emirates,67,50,7,5.742857142857143,23.0,125
Pakistan,New Zealand,153,14,4,8.660377358490566,60.0,171
West Indies,Australia,140,26,8,8.936170212765957,58.0,205
Netherlands,Ireland,136,42,7,10.461538461538462,32.0,182
West Indies,Australia,171,9,4,9.243243243243244,51.0,191
Sri Lanka,Ireland,112,23,6,6.927835051546392,34.0,144
Bangladesh,West Indies,147,16,6,8.48076923076923,61.0,171
Ireland,United Arab Emirates,49,71,8,6.0,29.0,125
Pakistan,Zimbabwe,37,81,7,5.6923076923076925,22.0,136
New Zealand,Pakistan,118,9,4,6.378378378378378,31.0,133
Australia,West Indies,84,63,7,8.842105263157896,39.0,97
Zimbabwe,New Zealand,80,34,1,5.5813953488372094,15.0,84
South Africa,Australia,34,88,8,6.375,34.0,128
Zimbabwe,Pakistan,126,28,9,8.217391304347826,42.0,175
New Zealand,Bangladesh,169,21,7,10.242424242424242,69.0,195
England,New Zealand,62,70,8,7.44,38.0,194
New Zealand,Australia,129,35,6,9.105882352941176,59.0,214
South Africa,New Zealand,38,85,8,6.514285714285714,35.0,147
Pakistan,Scotland,91,53,7,8.149253731343284,41.0,204
Pakistan,Australia,136,29,6,8.967032967032967,50.0,194
Bangladesh,New Zealand,60,39,3,4.444444444444445,15.0,78
Pakistan,New Zealand,67,58,6,6.483870967741935,35.0,163
Afghanistan,Scotland,129,22,7,7.897959183673469,34.0,170
India,New Zealand,128,17,3,7.456310679611651,31.0,162
England,South Africa,81,70,8,9.72,63.0,204
South Africa,Australia,102,28,6,6.652173913043479,31.0,156
Netherlands,Ireland,42,74,8,5.478260869565218,34.0,114
Zimbabwe,New Zealand,77,38,1,5.634146341463414,14.0,84
West Indies,Bangladesh,89,48,9,7.416666666666667,51.0,164
Pakistan,Zimbabwe,39,80,9,5.85,31.0,179
India,Australia,68,63,8,7.157894736842105,32.0,140
New Zealand,Sri Lanka,108,29,7,7.12087912087912,42.0,141
Afghanistan,Zimbabwe,155,11,5,8.53211009174312,49.0,158
United Arab Emirates,Netherlands,117,31,6,7.887640449438202,46.0,151
New Zealand,Zimbabwe,150,32,9,10.227272727272728,47.0,187
West Indies,England,186,19,6,11.049504950495049,65.0,208
South Africa,Pakistan,157,28,8,10.23913043478261,64.0,192
India,England,191,4,6,9.879310344827584,64.0,202
India,England,99,11,2,5.4495412844036695,17.0,120
Sri Lanka,Pakistan,70,51,7,6.086956521739131,26.0,145
Pakistan,Sri Lanka,94,41,7,7.139240506329114,35.0,175
South Africa,India,34,89,9,6.580645161290323,34.0,149
New Zealand,England,127,9,5,6.864864864864865,35.0,139
South Africa,New Zealand,66,60,8,6.6,25.0,170
New Zealand,Australia,99,28,6,6.456521739130435,47.0,118
Pakistan,Zimbabwe,29,89,8,5.612903225806452,25.0,136
New Zealand,Zimbabwe,64,75,10,8.533333333333333,37.0,187
South Africa,Australia,105,17,3,6.116504854368932,31.0,128
Oman,Scotland,78,36,6,5.571428571428571,29.0,133
India,South Africa,126,16,6,7.269230769230769,53.0,153
England,Australia,113,26,6,7.212765957446808,37.0,145
Sri Lanka,New Zealand,59,56,4,5.53125,19.0,115
New Zealand,Pakistan,54,66,7,6.0,21.0,99
New Zealand,Bangladesh,151,32,7,10.295454545454543,68.0,195
Pakistan,Australia,40,81,8,6.153846153846154,30.0,107
Pakistan,Zimbabwe,38,83,9,6.162162162162162,31.0,179
Australia,England,81,79,9,11.853658536585366,61.0,221
England,Australia,110,38,5,8.048780487804878,35.0,179
Australia,India,135,27,8,8.709677419354838,50.0,171
Bangladesh,New Zealand,53,54,5,4.818181818181818,14.0,78
Zimbabwe,Bangladesh,35,81,9,5.384615384615385,26.0,119
New Zealand,Sri Lanka,62,74,10,8.08695652173913,45.0,170
Australia,Bangladesh,48,68,7,5.538461538461538,27.0,141
Pakistan,West Indies,107,29,6,7.054945054945055,29.0,137
Bangladesh,Zimbabwe,90,61,10,9.152542372881356,42.0,200
Australia,Zimbabwe,88,33,5,6.068965517241379,39.0,138
India,Sri Lanka,111,23,8,6.865979381443299,45.0,130
Bangladesh,West Indies,98,33,5,6.758620689655173,26.0,129
India,Zimbabwe,88,28,6,5.739130434782608,31.0,138
India,Bangladesh,41,86,10,7.235294117647059,37.0,146
England,New Zealand,164,11,4,9.027522935779816,55.0,191
West Indies,Sri Lanka,85,32,7,5.795454545454546,53.0,137
West Indies,England,110,23,6,6.804123711340206,46.0,172
Ireland,Scotland,59,87,10,10.727272727272728,55.0,211
Sri Lanka,Australia,108,26,6,6.893617021276596,40.0,142
Australia,Pakistan,40,74,8,5.217391304347826,28.0,89
Afghanistan,Bangladesh,117,28,6,7.630434782608695,53.0,164
India,New Zealand,50,91,8,10.344827586206897,46.0,165
Pakistan,New Zealand,127,23,6,7.855670103092783,43.0,181
Sri Lanka,England,171,8,6,9.160714285714286,47.0,189
Zimbabwe,Australia,69,53,7,6.17910447761194,25.0,151
Ireland,Afghanistan,113,32,6,7.704545454545454,30.0,165
Sri Lanka,Pakistan,74,36,4,5.285714285714286,27.0,138
New Zealand,Sri Lanka,115,33,5,7.931034482758621,37.0,164
West Indies,Pakistan,29,77,7,4.046511627906977,17.0,103
India,England,65,77,8,9.069767441860463,53.0,177
England,Australia,72,46,6,5.837837837837838,22.0,137
New Zealand,India,72,42,6,5.538461538461538,30.0,126
South Africa,West Indies,38,85,7,6.514285714285714,34.0,122
West Indies,Pakistan,120,14,5,6.79245283018868,42.0,166
West Indies,Australia,91,27,4,5.870967741935484,30.0,138
Pakistan,India,106,29,5,6.989010989010989,43.0,128
New Zealand,Sri Lanka,142,20,5,8.52,34.0,162
South Africa,England,46,79,9,6.7317073170731705,41.0,191
West Indies,Sri Lanka,22,82,8,3.473684210526316,19.0,129
Bangladesh,Pakistan,70,55,10,6.461538461538462,34.0,141
Papua New Guinea,Afghanistan,91,17,4,5.300970873786408,40.0,127
Afghanistan,Netherlands,59,38,4,4.317073170731708,18.0,90
Australia,West Indies,94,39,6,6.962962962962963,41.0,169
Australia,South Africa,181,1,1,9.126050420168069,36.0,182
Sri Lanka,South Africa,147,13,5,8.242990654205608,43.0,165
Pakistan,New Zealand,136,5,4,7.095652173913043,42.0,148
United Arab Emirates,Pakistan,119,5,4,6.208695652173913,42.0,129
England,Australia,42,87,8,7.636363636363637,41.0,130
Australia,Sri Lanka,76,49,6,6.422535211267606,18.0,159
England,Pakistan,129,24,6,8.0625,50.0,172
West Indies,Afghanistan,95,43,8,7.402597402597403,25.0,112
Zimbabwe,Pakistan,53,85,10,9.085714285714284,52.0,172
New Zealand,Sri Lanka,103,43,8,8.025974025974026,45.0,174
Scotland,Netherlands,93,73,10,11.872340425531917,65.0,252
Afghanistan,West Indies,38,76,8,5.181818181818182,28.0,123
South Africa,West Indies,119,30,7,7.933333333333334,40.0,165
Australia,England,243,3,4,12.461538461538462,72.0,248
South Africa,Australia,137,9,5,7.405405405405405,47.0,156
England,India,102,45,8,8.16,41.0,159
Sri Lanka,Australia,28,94,9,6.461538461538462,28.0,161
Sri Lanka,Bangladesh,127,26,4,8.106382978723405,33.0,168
England,New Zealand,74,75,7,9.866666666666667,49.0,184
Australia,England,139,26,5,8.872340425531915,43.0,195
Australia,England,118,39,7,8.74074074074074,50.0,195
New Zealand,India,144,19,5,8.554455445544555,55.0,190
South Africa,Pakistan,121,10,5,6.6,48.0,133
South Africa,Sri Lanka,98,22,1,6.0,23.0,98
South Africa,Australia,108,45,8,8.64,34.0,178
India,South Africa,33,87,7,6.0,30.0,153
Pakistan,South Africa,92,46,8,7.45945945945946,48.0,176
Bangladesh,Zimbabwe,40,81,8,6.153846153846154,32.0,135
Australia,England,104,20,5,6.24,46.0,147
New Zealand,Sri Lanka,76,38,6,5.560975609756097,26.0,120
New Zealand,Zimbabwe,42,93,10,9.333333333333334,42.0,187
India,England,83,49,7,7.014084507042254,29.0,144
South Africa,New Zealand,104,41,7,7.89873417721519,25.0,133
West Indies,Ireland,86,40,5,6.45,29.0,138
South Africa,New Zealand,100,30,6,6.666666666666667,38.0,170
Afghanistan,Zimbabwe,51,90,10,10.2,47.0,187
United Arab Emirates,Afghanistan,71,74,8,9.26086956521739,32.0,146
West Indies,England,126,36,7,9.0,58.0,169
Afghanistan,Zimbabwe,68,71,8,8.326530612244898,39.0,197
Sri Lanka,Pakistan,108,41,9,8.20253164556962,30.0,165
Australia,India,132,30,8,8.8,52.0,171
Australia,India,94,47,7,7.726027397260274,23.0,160
Ireland,United Arab Emirates,41,84,9,6.833333333333333,36.0,125
South Africa,West Indies,181,2,3,9.203389830508474,43.0,183
New Zealand,Pakistan,156,16,6,9.0,62.0,185
West Indies,Sri Lanka,81,35,8,5.7176470588235295,33.0,129
New Zealand,Sri Lanka,79,61,8,8.033898305084746,54.0,164
India,England,52,85,9,8.914285714285715,46.0,202
West Indies,Pakistan,70,37,5,5.0602409638554215,34.0,103
India,Bangladesh,44,69,7,5.176470588235294,25.0,166
South Africa,Australia,69,48,7,5.75,29.0,146
England,Australia,46,76,9,6.2727272727272725,35.0,145
Pakistan,England,111,12,4,6.166666666666667,38.0,129
England,New Zealand,209,1,3,10.53781512605042,44.0,214
New Zealand,Australia,18,89,8,3.4838709677419355,16.0,118
New Zealand,Pakistan,87,38,6,6.365853658536586,27.0,143
West Indies,New Zealand,64,77,7,8.930232558139535,42.0,139
England,Pakistan,86,57,8,8.19047619047619,57.0,131
Zimbabwe,Bangladesh,73,47,5,6.0,19.0,144
India,Australia,173,7,8,9.1858407079646,55.0,184
Oman,Afghanistan,123,14,5,6.962264150943396,48.0,149
Sri Lanka,Pakistan,67,71,8,8.204081632653061,48.0,182
Zimbabwe,India,101,34,5,7.046511627906977,32.0,170
Netherlands,Oman,43,85,8,7.371428571428571,38.0,94
Sri Lanka,New Zealand,105,23,2,6.494845360824742,37.0,142
Zimbabwe,Pakistan,110,39,9,8.148148148148149,41.0,175
Pakistan,New Zealand,144,26,8,9.191489361702128,42.0,201
Scotland,Netherlands,88,41,7,6.6835443037974684,28.0,130
Sri Lanka,Zimbabwe,157,12,5,8.722222222222221,43.0,173
Sri Lanka,Bangladesh,205,2,6,10.423728813559322,58.0,210
United Arab Emirates,Australia,53,39,7,3.925925925925926,26.0,117
United Arab Emirates,Ireland,50,74,7,6.521739130434782,36.0,133
Pakistan,New Zealand,74,49,6,6.253521126760563,28.0,163
India,Bangladesh,84,55,9,7.753846153846154,30.0,180
South Africa,England,47,76,7,6.409090909090909,23.0,142
England,Pakistan,80,51,9,6.956521739130435,40.0,148
England,Zimbabwe,62,81,7,9.538461538461538,51.0,188
Afghanistan,Ireland,66,72,7,8.25,43.0,152
India,Zimbabwe,117,34,8,8.162790697674419,35.0,178
Netherlands,Scotland,67,51,5,5.826086956521739,18.0,123
United Arab Emirates,Netherlands,122,29,6,8.043956043956044,43.0,151
Australia,England,47,61,6,4.779661016949152,24.0,147
South Africa,Australia,52,57,7,4.9523809523809526,22.0,101
New Zealand,West Indies,66,65,7,7.2,26.0,189
Bangladesh,Zimbabwe,153,22,7,9.36734693877551,56.0,200
New Zealand,India,87,40,6,6.525,23.0,132
New Zealand,Sri Lanka,50,73,7,6.382978723404255,32.0,142
England,Ireland,43,70,7,5.16,22.0,120
Bangladesh,Sri Lanka,124,14,5,7.018867924528302,40.0,147
England,West Indies,159,15,6,9.085714285714284,56.0,191
New Zealand,Bangladesh,41,86,8,7.235294117647059,32.0,194
Ireland,West Indies,70,48,6,5.833333333333333,28.0,129
Ireland,Afghanistan,121,35,8,8.541176470588235,35.0,172
Australia,Sri Lanka,87,35,5,6.141176470588236,26.0,168
New Zealand,Zimbabwe,78,69,10,9.176470588235292,39.0,187
Ireland,Netherlands,79,55,8,7.292307692307692,31.0,189
South Africa,Australia,92,16,5,5.307692307692308,32.0,101
Ireland,Namibia,51,79,8,7.463414634146342,40.0,135
South Africa,England,42,89,7,8.129032258064516,40.0,154
New Zealand,India,44,71,7,5.387755102040816,27.0,126
Sri Lanka,Pakistan,70,34,5,4.883720930232558,19.0,132
Bangladesh,Sri Lanka,114,6,2,6.0,39.0,120
New Zealand,Australia,135,9,2,7.297297297297297,25.0,150
India,Afghanistan,23,91,8,4.758620689655173,23.0,159
Sri Lanka,Pakistan,51,70,9,6.12,31.0,124
India,Australia,40,77,9,5.5813953488372094,31.0,188
South Africa,West Indies,231,1,4,11.647058823529411,56.0,231
Bangladesh,Sri Lanka,162,16,7,9.346153846153848,41.0,193
India,Sri Lanka,41,78,9,5.857142857142857,36.0,130
United Arab Emirates,Ireland,53,70,7,6.36,34.0,123
Ireland,Netherlands,102,64,8,10.928571428571429,53.0,181
West Indies,South Africa,42,69,7,4.941176470588236,18.0,131
South Africa,Australia,120,38,7,8.78048780487805,40.0,204
Papua New Guinea,Namibia,110,52,10,9.705882352941176,53.0,197
South Africa,Sri Lanka,42,87,9,7.636363636363637,40.0,169
New Zealand,England,67,51,7,5.826086956521739,25.0,148
West Indies,Bangladesh,54,73,9,6.893617021276596,33.0,132
Pakistan,Australia,136,34,7,9.488372093023257,62.0,191
Zimbabwe,India,74,34,5,5.162790697674419,24.0,99
Papua New Guinea,United Arab Emirates,56,52,6,4.941176470588236,36.0,102
India,New Zealand,89,56,10,8.34375,43.0,202
Sri Lanka,New Zealand,28,94,7,6.461538461538462,28.0,115
India,England,82,41,6,6.227848101265823,39.0,148
West Indies,Pakistan,141,7,5,7.486725663716814,28.0,150
Sri Lanka,South Africa,86,38,4,6.2926829268292686,16.0,120
England,South Africa,137,23,5,8.474226804123711,44.0,204
Afghanistan,Ireland,130,24,5,8.125,47.0,184
Pakistan,New Zealand,150,14,6,8.49056603773585,49.0,181
South Africa,West Indies,93,63,10,9.789473684210526,47.0,195
South Africa,Australia,112,44,7,8.842105263157896,35.0,204
Australia,England,97,54,8,8.818181818181818,55.0,195
England,Australia,153,21,7,9.272727272727272,73.0,182
South Africa,India,60,56,6,5.625,29.0,126
Zimbabwe,Australia,67,55,7,6.184615384615385,23.0,151
Afghanistan,Ireland,107,40,6,8.025,41.0,184
Sri Lanka,Australia,143,21,7,8.666666666666666,50.0,198
India,Bangladesh,126,21,6,7.636363636363637,53.0,166
New Zealand,Ireland,178,10,5,9.709090909090907,53.0,198
Netherlands,Afghanistan,63,66,7,7.0,27.0,149
England,Ireland,35,77,7,4.883720930232558,19.0,120
United Arab Emirates,Oman,30,86,7,5.294117647058823,24.0,108
Pakistan,New Zealand,101,43,6,7.87012987012987,45.0,161
New Zealand,South Africa,80,59,9,7.868852459016393,36.0,173
Zimbabwe,Bangladesh,89,29,7,5.868131868131868,27.0,119
Zimbabwe,New Zealand,186,10,8,10.145454545454545,64.0,200
South Africa,Afghanistan,94,32,5,6.409090909090909,22.0,139
England,Pakistan,110,43,7,8.571428571428571,62.0,131
New Zealand,Pakistan,85,41,8,6.455696202531645,33.0,143
Scotland,Netherlands,130,8,3,6.964285714285714,48.0,148
Sri Lanka,England,60,68,9,6.923076923076923,28.0,169
Ireland,United Arab Emirates,45,82,9,7.105263157894737,31.0,160
Australia,Bangladesh,95,23,4,5.876288659793815,36.0,141
Namibia,Scotland,50,75,7,6.666666666666667,37.0,159
Australia,South Africa,69,82,8,10.894736842105264,57.0,157
West Indies,India,213,21,7,12.909090909090908,46.0,245
Sri Lanka,Pakistan,60,56,6,5.625,28.0,138
India,New Zealand,37,90,8,7.4,36.0,149
India,Sri Lanka,98,49,8,8.28169014084507,33.0,163
England,Pakistan,39,90,10,7.8,39.0,135
India,South Africa,100,40,8,7.5,50.0,186
Sri Lanka,India,75,42,6,5.769230769230769,39.0,138
Ireland,Netherlands,61,68,8,7.038461538461538,43.0,151
United Arab Emirates,Ireland,74,57,7,7.047619047619048,33.0,123
Ireland,Australia,24,90,8,4.8,24.0,123
Ireland,United Arab Emirates,141,11,5,7.761467889908257,36.0,160
South Africa,Pakistan,127,3,4,6.512820512820513,49.0,133
United Arab Emirates,Netherlands,71,9,3,3.8378378378378377,26.0,80
Pakistan,New Zealand,75,48,7,6.25,38.0,168
England,Pakistan,138,6,3,7.263157894736842,32.0,150
South Africa,New Zealand,74,38,6,5.414634146341464,22.0,147
Australia,Pakistan,62,74,7,8.08695652173913,44.0,193
Zimbabwe,West Indies,16,77,6,2.232558139534884,16.0,105
Afghanistan,Oman,122,18,6,7.176470588235294,34.0,160
Afghanistan,Ireland,114,17,4,6.640776699029126,48.0,139
India,Ireland,148,31,10,9.97752808988764,54.0,208
Oman,Scotland,52,49,5,4.394366197183099,29.0,111
Bangladesh,Sri Lanka,134,14,5,7.584905660377358,40.0,155
New Zealand,Sri Lanka,104,29,4,6.857142857142857,47.0,179
New Zealand,Pakistan,60,67,9,6.79245283018868,30.0,143
South Africa,Sri Lanka,90,34,3,6.27906976744186,25.0,113
New Zealand,England,166,19,7,9.86138613861386,56.0,196
Oman,Ireland,57,69,7,6.705882352941177,34.0,173
West Indies,England,149,30,6,9.933333333333334,51.0,208
Netherlands,New Zealand,150,1,6,7.563025210084033,46.0,151
Papua New Guinea,Namibia,197,0,3,9.768595041322314,55.0,197
India,Zimbabwe,47,89,10,9.096774193548388,45.0,178
Pakistan,Australia,33,82,7,5.2105263157894735,26.0,96
West Indies,Australia,70,50,5,6.0,25.0,105
Australia,South Africa,156,23,6,9.649484536082474,42.0,196
Afghanistan,Ireland,40,83,8,6.486486486486487,29.0,184
New Zealand,England,188,0,4,9.4,57.0,192
Netherlands,New Zealand,41,77,9,5.72093023255814,29.0,151
Ireland,United Arab Emirates,86,31,6,5.797752808988764,32.0,125
India,Zimbabwe,119,32,8,8.113636363636363,37.0,178
England,Pakistan,21,91,7,4.344827586206897,21.0,160
Pakistan,Zimbabwe,93,64,9,9.964285714285714,42.0,198
Afghanistan,Ireland,103,33,6,7.103448275862069,31.0,152
West Indies,Australia,62,78,8,8.857142857142858,51.0,191
Afghanistan,Zimbabwe,91,56,8,8.53125,30.0,187
Bangladesh,Australia,135,8,5,7.232142857142857,40.0,156
Scotland,New Zealand,89,80,8,13.35,64.0,89
Papua New Guinea,United Arab Emirates,78,43,8,6.077922077922078,24.0,128
India,Pakistan,52,74,10,6.782608695652174,40.0,133
Australia,Pakistan,100,46,7,8.108108108108109,43.0,193
Australia,Sri Lanka,77,43,5,6.0,25.0,168
India,South Africa,125,28,7,8.152173913043478,42.0,172
Bangladesh,Zimbabwe,121,18,4,7.117647058823529,38.0,135
Zimbabwe,Afghanistan,62,75,9,8.266666666666667,46.0,120
West Indies,New Zealand,49,74,9,6.391304347826087,29.0,209
England,Afghanistan,39,89,9,7.548387096774194,39.0,196
New Zealand,Pakistan,53,67,7,6.0,21.0,99
West Indies,New Zealand,56,57,6,5.333333333333333,34.0,126
South Africa,New Zealand,130,21,7,7.878787878787879,56.0,170
New Zealand,West Indies,188,1,5,9.478991596638656,54.0,189
Sri Lanka,Pakistan,182,11,8,10.01834862385321,50.0,211
Bangladesh,India,131,3,3,6.717948717948718,45.0,138
Netherlands,Scotland,86,64,9,9.214285714285714,48.0,191
Zimbabwe,New Zealand,36,90,8,7.2,36.0,159
New Zealand,England,93,82,9,14.68421052631579,66.0,146
West Indies,New Zealand,82,29,5,5.406593406593407,27.0,126
New Zealand,India,103,58,9,9.96774193548387,50.0,212
South Africa,Sri Lanka,127,29,8,8.373626373626374,44.0,180
England,India,98,31,7,6.606741573033708,27.0,153
Netherlands,Oman,73,60,5,7.3,31.0,94
Bangladesh,West Indies,130,16,3,7.5,23.0,143
Pakistan,Australia,86,45,8,6.88,46.0,149
Afghanistan,Zimbabwe,71,67,8,8.037735849056604,30.0,197
India,New Zealand,115,41,10,8.734177215189874,55.0,202
England,Australia,70,70,8,8.4,42.0,179
Sri Lanka,India,142,28,7,9.26086956521739,51.0,215
India,Zimbabwe,171,2,5,8.694915254237289,48.0,178
Zimbabwe,Bangladesh,38,68,6,4.384615384615385,21.0,131
India,South Africa,67,86,8,11.823529411764708,49.0,203
Australia,South Africa,17,92,8,3.642857142857143,17.0,147
Sri Lanka,Pakistan,160,24,8,10.0,60.0,211
Pakistan,England,43,65,6,4.6909090909090905,27.0,129
Pakistan,Zimbabwe,90,66,9,10.0,41.0,198
Ireland,Australia,33,78,7,4.714285714285714,27.0,123
West Indies,England,91,16,6,5.25,36.0,113
Australia,India,114,19,5,6.772277227722772,27.0,131
Sri Lanka,Pakistan,106,39,10,7.851851851851852,48.0,150
Oman,Scotland,92,14,2,5.2075471698113205,36.0,111
Sri Lanka,New Zealand,101,23,2,6.247422680412371,41.0,115
Afghanistan,Netherlands,39,82,7,6.157894736842105,24.0,128
Oman,Netherlands,100,23,4,6.185567010309279,34.0,146
England,West Indies,50,82,9,7.894736842105263,34.0,121
West Indies,New Zealand,114,34,8,7.953488372093023,39.0,177
New Zealand,England,66,56,7,6.1875,31.0,149
South Africa,India,87,54,9,7.909090909090909,48.0,149
England,Pakistan,149,27,7,9.612903225806452,50.0,185
Bangladesh,Pakistan,141,19,6,8.376237623762377,35.0,175
India,South Africa,105,45,6,8.4,48.0,188
